code,ergp_line_item,mda,mother_ministry,amount,similarity_score,mandate_deviation_score
ERGP8174962,"YOUTHS EMPOWERMENT IN AGRICULTURE AND AGRIBUSINESS
",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,107440050.0,0.2158,78.42
ERGP8175006,"WOMEN EMPOWERMENT IN AGRICULTURE AND AGRIBUSINESS
",FEDERAL MINISTRY OF AGRICULTURE AND FOOD SECURITY - HQTRS,,206134124.0,0.1723,82.77
ERGP1245615,CONSTRUCTION OF RURAL ROADS & RURAL MARKETS IN SELECTED LOCATIONS IN SOUTH WEST STATE (SEVERAL LOTS),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,3500000000.0,0.1689,83.11
ERGP1245616,"PROVISION OF MICRO-CREDIT FACILITIES AND FINANCIAL LITERACY TRAINING FOR MARKET WOMEN AND FEMALE TRADERS IN SELECTED MARKETS IN FNRP, SW , NIGERIA:",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.4069,59.31
ERGP1245676,"TECHNICAL AND VOCATIONAL TRAINING WITH TOOLKITS PROVISION FOR YOUTH IN HIGH-DEMAND TRADES AND INDUSTRIES-A,B,C,D.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,269500000.0,0.2228,77.72
ERGP1245677,FENCING AND BUILDING OF GOAT FARM AND STOCKING OF THE FARM AT IGOBA Ã¢ â¬â AKURE (TIMEHIN) ONDO STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.2565,74.35
ERGP1245680,SUPPLY OF EMPOWERMENT MATERIALS AND GRANTS TO MARKET WOMEN/STUDENTS AND ARTISANS IN OWO LOCAL GOVERNMENT ONDO STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.3478,65.22
ERGP1245687,"CONSTRUCTION OF COMMUNITY HALL, AKURE (TIMEHIN), ONDO STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.229,77.1
ERGP1245688,SUPPLY OF PROCESSED AND SEMI-PROCESSED FOOD ITEMS TO VULNERABLE COMMUNITIES IN NIGERIA (MULTIPLE LOTS),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,3500000000.0,0.3382,66.18
ERGP1245689,"PROVISION OF INSTRUCTIONAL MATERIALS FOR SELECTED SCHOOLS IN KHANA/GOKANA FEDERAL CONSTITUENCY, RIVERS STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2652,73.48
ERGP1245692,"TRAINING AND EMPOWERMENT OF ARTISANS ON SKILL DEVELOPMENT AND HOTEL MAINTENANCE IN SURULERE 2 FEDERAL CONSTITUENCY, LAGOS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4228,57.72
ERGP1245694,"CAPACITY BUILDING AND TRAINING OF YOUTHS AND WOMEN IN SURULERE 2 FEDERAL CONSTITUENCY, LAGOS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4746,52.54
ERGP1245696,CONSTRUCTION OF SCHOOL OF SCIENCE AND ENTREPRENUERIAL STUDIES EKIRIN AADE PHASE V MULTIPLE LOTS,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1050000000.0,0.2061,79.39
ERGP1245698,"SUPPLY AND INSTALLATION OF SOLAR POWERED STREET LIGHTS IN OGHO/ OSSE LOCAL GOVERNMENT, ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,21000000.0,0.2005,79.95
ERGP1245701,"PURCHASE OF D8 CATERPILLAR, D8 BULLDOZER CATERPILLAR, G14 CATERPILLAR GRADER, AND FORD TRACKTORS FOR SOME SELECTED FARMERS ASSOCIATION IN",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.1067,89.33
ERGP1245704,SOLAR RENEWABLE ENERGY ESTABLISHMENT FOR FOR SECURITY LIGHTING IN LAGOS MULTIPLE LOTS,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,840000000.0,0.2327,76.73
ERGP1245707,"ESTABLISHMENT OF AGRIC VALUE CHAIN PROCESSING ZONE (GARRI, ELUBO PALM OIL ETC.) IN OGUN STATE. MULTIPLE LOTS",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1050000000.0,0.2748,72.52
ERGP1245724,SUPPLY OF AGRICULTURAL INPUTS AND FOOD ITEMS TO SELECTED COMMUNITIES IN KOGI. MULTIPLE LOTS,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,490000000.0,0.2551,74.49
ERGP1245726,PROVISION OF COASTER BUSES FOR VARIOUS ORGANIZATIONS IN IKEJA FEDRAL CONSTITUENCY. MULTIPLE LOTS,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1120000000.0,0.115,88.5
ERGP1245728,CASH GRANT FOR FARMERS COOPERATIVE SOCIETY IN ODE COMMUNITIES OF OGUN STATES,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4283,57.17
ERGP1245732,CASH GRANT FOR FARMERS COOPERATIVE SOCIETY IN IPARA COMMUNITIES OF OGUN STATES,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4279,57.21
ERGP1245784,"PROVISION OF SOLAR LIGHTS MADE WITH MONOCRYSTALLINE SOLAR MODULES, 60W LED OUTPUT AND LITHIUM BATTERIES FOR RELIGIOUS ORGANIZATIONS IN IKEJA",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.1094,89.06
ERGP1245785,"FENCING AND FURNISHING OF COMMUNITY HALL, JAPARA, IJEBU IGBO, OGUN STATE.
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.267,73.3
ERGP1245786,CONSTRUCTION OF ROAD AT RIMA VALLEY IRRIGATION PROJECT SIDE GORONYO DAM FOR FARMER ACCESS ROADBPHASE 2 (MULTIPLEL LOTS),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1400000000.0,0.14,86.0
ERGP1245787,"TRAINING OF FARMERS ON COCOA PRODUCTION, SUPPLY OF COCOA SEEDS, TOOLS AND MOVABLE EQUIPMENT TO FARMERS INBOLUWADURO/IFEDAYO/ILA FEDERAL",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.3977,60.23
ERGP1245788,"SUPPLY OF MOTORCYCLES FOR EMPOWERMENT OF COOPERATIVE YOUTHS IN UGHELLI NORTH/SOUTH/UDU FEDERAL CONSTITUENCY, DELTA STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,245000000.0,0.3564,64.36
ERGP1245789,"SUPPLY OF TRICYCLES FOR EMPOWERMENT OF COOPERATIVE YOUTHS IN UGHELLI NORTH/SOUTH/UDU FEDERAL CONSTITUENCY, DELTA STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.4098,59.02
ERGP1245790,"SUPPLY OF SMART COOKING GAS FOR WOMEN IN KONTAGORA/WUSHISHI/MARIGA/MASHEGU FEDERAL CONSTITUENCY, NIGER STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,105000000.0,0.3981,60.19
ERGP1245791,"CONSTRUCTION AND INSTALLATION OF SOLAR STREET LIGHTS IN KONTAGORA/WUSHISHI/MARIGA/MASHEGU FEDERAL CONSTITUENCY, NIGER STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.32,68.0
ERGP1245792,"SUPPLY OF MOTORCYCLES TO RELIGIOUS LEADERS AND WARD HEAD IN SHIRORO/RAFI/MUNYA FEDERAL CONSTITEUNCY, NIGER STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.297,70.3
ERGP1245793,"COMMUNITY SUPPORT PROGRAMME FOR WOMEN IN AKINYELE/LAGELU FEDERAL CONSTITUENCY, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4129,58.71
ERGP1245794,"PROVISION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES IN EKITI, KWARA AND OSUN STATES",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.1756,82.44
ERGP1245795,"SUPPLY AND DISTRIBUTION OF 65 HORSE POWER TRACTORÃ¢â¬â¢S, LIGHT DUTY TRACTORÃ¢â¬â¢S IMPLIMENT AND LIGHT DUTY TRACTOR TRUCKS TO ENHENCE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1750000000.0,0.1493,85.07
ERGP1245796,"SUPPLY AND DISTRIBUTION OF SELF PRIMING 2 INCH WATER PUMPING MACHINES, WIDELY USE FOR IRRIGATION FARMING WITH 10 YARD SUCTION HOSE AND 40 METER",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,1750000000.0,0.0779,92.21
ERGP1245797,"SUPPLY AND DISTRIBUTION OF 65 HORSE POWER TRACTORÃ¢â¬â¢S, LIGHT DUTY TRACTORÃ¢â¬â¢S IMPLIMENT AND LIGHT DUTY TRACTOR TRUCKS TO ENHENCE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,2100000000.0,0.1493,85.07
ERGP1245798,"SUPPLY AND DISTRIBUTION OF SELF PRIMING 2 INCH WATER PUMPING MACHINES, WIDELY USE FOR IRRGATION FARMING WITH 10 YARD SUCTION HOSE AND 40 METER",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,2100000000.0,0.0586,94.14
ERGP1245799,"SUPPLY AND DISTRIBUTION OF 65 HORSE POWER TRACTORÃ¢â¬â¢S, LIGHT DUTY TRACTORÃ¢â¬â¢S IMPLIMENT AND LIGHT DUTY TRACTOR TRUCKS TO ENHENCE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,2100000000.0,0.1493,85.07
ERGP1245803,"ACQUISITION AND INSTALLATION OF SECURITY STREETLIGHTS IN DIFFERENT ZONES
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.0824,91.76
ERGP1245804,"PROCUREMENT AND INSTALLATIONS OF SOLAR STREET LIGHT IN COMMUNITIES AROUND BASANYIN, KWARA STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.1788,82.12
ERGP1245806,"CONSTRUCTION OF BLOCK OF CLASSROOMS AT GOVERNMENT DAY SECONDARY SCHOOL, UGWAN TOFA,",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,700000000.0,0.2355,76.45
ERGP1245807,"SUPPLY OF FOOD AND GRAINS TO VULNERABLE COMMUNITIES IN BIRNIN MAGAJI
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.1675,83.25
ERGP1245809,"FOOD SUPPLY AND GRAIN IN KAURA NAMODA
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.0953,90.47
ERGP1245810,"CONSTRUCTION OF MINI - STADIUM WITH FLOOD LIGHTS AND SOLAR BOREHOLES IN ILAWE EKITI, EKITI SOUTH SENATORIAL DISTRICT",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.1429,85.71
ERGP1245811,"INSTALLATION OF ALL IN ONE SOLAR STREET LIGHT IN SOME SELECTED COMMUNITIES IN BARUTEN LGA, BARUTEN/KAIAMA FEDERAL CONSTITUENCY, KWARA STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.1487,85.13
ERGP1245812,"PROVISION OF AGRICULTURAL INPUTS FOR FARMERS IN BARUTEN/KAIAMA FEDERAL CONSTITUENCY, KWARA STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.308,69.2
ERGP1245814,"CONSTRUCTION OF A BLOCK OF TWO (2) CLASSROOMS AND PROVISION OF FURNITURE IN KAIAMA, BANNI, SHIYA, ILESHA AND ADENA COMMUNITIES IN",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.2326,76.74
ERGP1245815,"CONSTRUCTION OF HAND PUMP BOREHOLES IN SOME SELECTED COMMUNITIES IN BARUTEN/KAIAMA FEDERAL CONSTITUENCY, KWARA STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.0921,90.79
ERGP1245817,"SUPPLY OF EMPOWERMENT MATERIALS TO KANO MUNICIPAL FEDERAL CONSTITUENCY, KANO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.3365,66.35
ERGP1245818,"ROAD CONSTRUCTION AND EROSION CONTROL IN IBIONO,ITU/OBIONO IBOM FEDERAL CONSTITUENCY OF AKWA IBOM.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,273000000.0,0.247,75.3
ERGP1245819,"CONSTRUCTION OF TWO NO. 3 CLASSROOM BLOCKS IN SELECTED LOCATIONS IN ITU/IBIONO IBOM FEDERAL CONSTITUENCY, AKWA IBOM",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,98000000.0,0.3434,65.66
ERGP1245820,"PROVISION OF SOLAR POWERED BOREHOLES IN ITU AND IBIONO LOCAL GOVERNMENT AREA, ITU/IBIONO IBOM FEDERAL CONSTITUENCY, AKWA IBOM",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.1949,80.51
ERGP1245821,"PROVISION OF SOLAR POWERED STREET LIGHT IN SELECTED COMMUNITIES IN ITU/IBIONO IBOM FEDERAL CONSTITUENCY, AKWA IBOM",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2096,79.04
ERGP1245822,"CONSTRUCTION OF DUCT CULVERT'S BRIDGE AND ASSENT AND DESCENT PORTIONS OF AYAGHA-OGINIBO ROAD IN UGHELLI SOUTH LGA, DELTA STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.1184,88.16
ERGP1245823,"PROVISION OF TWO UNITS OF EIGHT (8) CLASSROOMS EACH IN SELECTED COMMUNITIES IN KHANA/GOKANA FEDERAL CONSTITUENCY, RIVERS STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.2559,74.41
ERGP1245824,"PROVISION OF FURNITURE IN THE TWO UNITS OF EIGHT (8) CLASSROOMS EACH IN SELECTED COMMUNITIES IN KHANA/GOKANA FEDERAL CONSTITUENCY, RIVERS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,105000000.0,0.1732,82.68
ERGP1245825,"PROVISION OF ALL-IN-ONE SOLAR STREET LIGTHS IN SELECTED COMMUNITIES IN KHANA/GOKANA FEDERAL CONSTITUENCY, RIVERS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.128,87.2
ERGP1245826,"PROVISION OF AGRICULTURAL INPUTS IN KHANA/GOKANA FEDERAL CONSTITUENCY, RIVERS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2559,74.41
ERGP1245828,PROVISION OF SOLAR STREET LIGHTS FOR SELECTED COMMUNITIES IN ABUA- ODUAL/AHOADA EAST FEDERAL CONSTITUENCY,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.1809,81.91
ERGP1245829,PROVISION OF AGRICULTURAL INPUTS FOR SELECTED FARMERS IN ABUA- ODUAL/AHOADA EAST FEDERAL CONSTITUENCY,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3451,65.49
ERGP1245830,SUPPLY OF SOLAR STREET LIGHTS IN EKITI SOUTH WEST/IKERE/ ISE-ORUN FEDERAL CONSTITUENCY I,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.227,77.3
ERGP1245832,"SUPPLY OF SOLAR STREETLIGHTS IN EKITI SOUTH FED. CONSTITUENCY II/GBONYIN/EMURE/EKITI EAST LGA, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2103,78.97
ERGP1245834,"EROSION CONTROL AND CONSTRUCTION OF STONE PITCH DRAINAGES IN ADO/IREPODUN-IFELODUN FEDERAL CONSTITUENCY, EKITI STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.1601,83.99
ERGP1245835,"SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS AND TRANSFORMERS IN ADO/IREPODUN-IFELODUN FEDERAL CONSTITUENCY, EKITI STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.2849,71.51
ERGP1245836,"CONSTRUCTION OF CIVIC ICT CENTER IN ADO-EKITI,IN ADO/IREPODUN-IFELODUN FEDERAL CONSTITUENCY, EKITI STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.337,66.3
ERGP1245838,"REHABILITATION AND FURNISHING OF SELECTED SCHOOLS IN OJO FEDERAL CONSTITUENCY, LAGOS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.4833,51.67
ERGP1245839,"SUPPLY AND DISTRIBUTION OF INSTRUCTIONAL MATERIALS TO SELECTED SCHOOLS IN OJO FEDERAL CONSTITUENCY, LAGOS STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.456,54.4
ERGP1245840,"PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS IN OJO FEDERAL CONSTITUENCY, LAGOS STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3034,69.66
ERGP1245841,"SUPPLY OF AGRICULTURAL IMPLEMENTS TO FARMERS IN OJO FEDERAL CONSTITUENCY, LAGOS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.458,54.2
ERGP1245842,PROVISION OF SOLAR POWERED IRRIGATION SYSTEM FOR FARMS IN BADAGRY FEDERAL CONSTITUENCY,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.1396,86.04
ERGP1245843,"CONSTRUCTION AND EQUIPPING OF BLOCKS OF CLASSROOMS IN YEWA NORTH/IMEKO AFON FEDERAL CONSTITUENCY, OGUN STATE (LOT 1-3)",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,420000000.0,0.3412,65.88
ERGP1245844,"COMPLETION OF ADDITIONAL MATERIALS TO CBT CENTRE,NAZARETH HIGH SCHOOL, IMEKO,OGUN STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3471,65.29
ERGP1245845,"CONSTRUCTION AND EQUIPMENT OF HOSPITAL IN IRELE/OKITIPUPA CONSTITUENCY, ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.2235,77.65
ERGP1245846,CONSTRUCTION OF BLOCKS OF CLASSROOMS WITH NORMAL BLOCKS AND FURNITURE IN SELECTED SCHOOLS IN AKURE NORTH L/G AND AKURE SOUTH L/G OF AKURE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.1006,89.94
ERGP1245847,CONSTRUCTION AND INSTALLATION OF SOLAR POWERED STREET LIGHTS IN AKURE NORTH L/G AND AKURE SOUTH L/G OF AKURE NORTH/AKURE SOUTH FEDERAL,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.113,88.7
ERGP1245848,SUPPLY OF TRICYCLE TO EASE TRANSPORTATION OF FARM PRODUCE IN OWO/OSE LOCAL GOVERNMENT ONDO STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2443,75.57
ERGP1245849,SUPPLY AND INSTALLATION OF SOLAR POWERED STREETLIGHTS IN SELECTED AREAS OF ODO-OTIN/IFELODUN/BORIPE FEDERAL CONSTITUENCY OSUN STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,350000000.0,0.1818,81.82
ERGP1245850,SUPPLY OF MOTORCCLES TO ODO-OTIN/IFELODUN/BORIPE FEDERAL CONSTITUENCY OSUN STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.2663,73.37
ERGP1245851,"SUPPLY OF FOOD ITEMS TO ODO-OTIN/IFELODUN/BORIPE FED. CONST. OSUN STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2764,72.36
ERGP1245852,SUPPLY OF USED SIENNA BUSES TO ODO-OTIN/IFELODUN/BORIPE FEDERAL CONSTITUENCY OSUN STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.2213,77.87
ERGP1245854,"RENOVATION OF SCHOOLS IN EGBEDA/ONA ARA FEDERAL CONSTITUENCY, OYO STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.37,63.0
ERGP1245855,"RENOVATION OF SCHOOLS AND PROVISIONOF INSTRUCTIONAL MATERIALS IN AFIJIO/ATIBA/OYO EAST AND WEST FEDERAL CONSTITUENCY, OYO STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4225,57.75
ERGP1245856,CONSTRUCTION AND FURNISHING OF A BLOCK OF 6 CLASSROOMS IN IBADAN SOUTHWEST LOCAL GOVERNMENT OF IBADAN NORTHWEST/IBADAN SOUTHWEST,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4418,55.82
ERGP1245858,CONSTRUCTION AND FURNISHING OF A BLOCK OF 6 CLASSROOMS IN IBADAN NORTHWEST LOCAL GOVERNMENT OF IBADAN NORTHWEST/IBADAN SOUTHWEST,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4368,56.32
ERGP1245859,"PROVISION OF 3 IN 1 INTEGRATED SOLAR POWER STREET LIGHTS IN IBADAN NORTHWEST/IBADAN SOUTHWEST FEDERAL CONSTITUENCY, IBADAN, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3201,67.99
ERGP1245860,"CONSTRUCTION OF ROADS IN IBADAN NORTHWEST/ IBADAN SOUTHWEST FEDERAL CONSTITUENCY, IBADAN, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3843,61.57
ERGP1245861,"PROVISION OF GRANTS FOR TRADERS, PENSIONERS, SENIOR CITIZENS IN SURULERE 2 FEDERAL CONSTITUENCY, LAGOS STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.4009,59.91
ERGP1245862,AGRICULTURAL BUSINESS SUPPORT IN AKAMKPA/BIASE FEDERAL CONSTITUENCY CROSS RIVER STATE.,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.3316,66.84
ERGP1245864,"STRATEGIC EMPOWERMENT FOR WOMEN AND YOUTHS IN EKITI CENTRAL FEDERAL CONSTITUTENCY II, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4232,57.68
ERGP1245865,"SUPPLY OF MOTORCYCLES AT HADEJIA FEDERAL CONSTITUENCY, JIGAWA STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2306,76.94
ERGP1245866,"SUPPLY OF MOTORCYCLES AT KAFIN HAUSA/AUYO FEDERAL CONSTITUENCY, JIGAWA STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2695,73.05
ERGP1245867,SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS ACROSS SOUTHWEST. SANDCRETE BLOCKS (NORMAL BLOCKS),FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,210000000.0,0.0206,97.94
ERGP1245869,"SUPPLY AND INSTALLATION OF SOLAR STREETLIGHTS IN ODO- OTIN/IFELODUN/BORIPE FEDERAL CONSTITUENCY, OSUN STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.2168,78.32
ERGP1245870,EMPOWERMENT MATERIALS FOR YOUTH AND WOMEN IN KANO MUNICIPAL FEDERAL CONSTITUENCY KANO STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3297,67.03
ERGP1245873,"BUSINESS SUPPORT GRANT FOR TRADERS IN ADO/IREPODUN-IFELODUN FEDERAL CONSTITUENCY, EKITI STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4021,59.79
ERGP1245875,"SUPPLY AND INSTALLATION OF SOLAR STREET LIGHT ALONG ONDO/OKITIPUPA ROAD, ORE, MAYOWA IN ODIGBO LOCAL GOVERNMENT OF ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.26,74.0
ERGP1245876,PURCHASE AND SUPPLY OF SECURITY OPERATIONAL VEHICLE FOR EKITI SOUTH WEST/IKERE/ISE-ORUN FEDERAL CONSTITUENCY 1,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3328,66.72
ERGP1245877,EDUCATIONAL SUPPLIES TO SELECTED SECONDARY SCHOOL IN EKITI SOUTH WEST/IKERE/ISE-ORUN FEDERAL CONSTITUENCY 1,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70000000.0,0.4148,58.52
ERGP1245916,SKILL ACQUISITION FOR WOMEN AND YOUTH IN EKITI SOUTH WEST/IKERE/ISE-ORUN FEDERAL CONSTITUENCY 1,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,105000000.0,0.345,65.5
ERGP1245917,SUPPLY OF MOTOR CYCLES TO SELECTED PEOPLE IN EKITI SOUTH WEST/IKERE/ISE- ORUN FEDERAL CONSTITUENCY 1,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,119000000.0,0.229,77.1
ERGP1245918,"DATA PROTECTION CAPACITY DEVELOPMENT TRAINING FOR YOUTHS IN IBADAN NORTH WEST, IBADAN SOUTH WEST FEDERAL CONSTITUENCY, OYO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,94500000.0,0.4367,56.33
ERGP1245919,"CYBER SECURITY AWARENESS TRAINING FOR YOUTHS IN IBADAN NORTH WEST, IBADAN SOUTH WEST FEDERAL CONSTITUENCY",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,70259027.0,0.3823,61.77
ERGP1245920,"SUPPLY AND EMPOWERMENT OF ITEMS TO YOUTHS IN OWO/OSE FEDERAL CONSTITUENCY, ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,140000000.0,0.3061,69.39
ERGP1245921,"SUPPLY MOTORCYCLE IN KATSINA CENTRAL FEDERAL CONSTITUENCY
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.2269,77.31
ERGP1245922,"FREE MEDICAL OUTREACH IN ITU/IBIONO IBOM FEDERAL CONSTITUENCY,AKWA IBOM STATE/",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,35000000.0,0.3303,66.97
ERGP1245923,"PROVISION OF SOLAR STREETIGHTS WITHN ONDOEAST/WEST RURAL COMMUNITIES, ONDO STATE",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,21082629.0,0.2505,74.95
ERGP1245924,"PROVISION OF SOLAR STREET LIGHT IN KAFUR KAFUR LOCAL GOVERNMENT AREA. MALUMFASHI/KAFUR FEDERAL CONSTITUENCY, KATSINA STATE.",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,330907917.0,0.145,85.5
ERGP1245925,"PROVISION AND INSTALLATION OF SOLAR STREET LIGHTS AT OKE ISOKUN, OYO STATE
",FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,175000000.0,0.2589,74.11
ERGP1245926,SUPPLY OF VARIOUS EMPOWERMENT MATERIALS TO OWO LOCAL GOVERNMENT OF ONDO STATE,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,,280000000.0,0.3381,66.19
