code,mda_code,agency,ergp_line_item,status,amount,mandate_alignment,alignment,reason,predicted_class,prob_outside,prob_within,flag_for_review
ERGP20270720,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION OF INTER-COMMUNITY LINK ROADS WITH DRAINAGE INFRASTRUCTURE ACROSS SELECTED REGIONS,ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998098,0.000190224,TRUE
ERGP20270721,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,REHABILITATION OF RURAL ACCESS ROADS TO ENHANCE AGRICULTURAL PRODUCTIVITY ACROSS SOUTHWEST STATES,ONGOING,700000000.00,Within MDA Mandate,YES,Assessment pending,1,0.1025131,0.89748687,FALSE
ERGP20270722,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION OF INNER-CITY ROADS WITH STORM WATER
DRAINAGE SYSTEMS IN MAJOR URBAN CENTRES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99981076,0.000189225,TRUE
ERGP20270723,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,RECONSTRUCTION OF DETERIORATED ROADS WITH CULVERTS AND DRAINAGE FACILITIES ACROSS SELECTED COMMUNITIES,ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998275,0.000172424,TRUE
ERGP20270724,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION OF ROAD INFRASTRUCTURE TO IMPROVE
CONNECTIVITY ACROSS THE SIX GEOPOLITICAL ZONES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99976045,0.000239565,TRUE
ERGP20270725,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"REHABILITATION OF FEDERAL AND STATE LINK ROADS WITH
DRAINAGE IMPROVEMENTS NATIONWIDE",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997962,0.000203754,TRUE
ERGP20270726,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION OF COMMUNITY-BASED ROAD NETWORKS WITH SIDE DRAINS ACROSS RURAL AREAS,ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998155,0.000184519,TRUE
ERGP20270727,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,INTEGRATED ROAD DEVELOPMENT PROGRAMME WITH DRAINAGE SYSTEMS ACROSS SELECTED REGIONS,ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997936,0.000206487,TRUE
ERGP20270728,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION OF MODERN SCHOOL BUILDINGS WITH
LEARNING FACILITIES ACROSS SOUTHWEST STATES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.999833,0.000166934,TRUE
ERGP20270729,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"REHABILITATION AND UPGRADE OF EXISTING SCHOOL
INFRASTRUCTURE ACROSS SELECTED COMMUNITIES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982446,0.000175579,TRUE
ERGP20270730,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION OF CLASSROOM BLOCKS AND
ADMINISTRATIVE BUILDINGS NATIONWIDE",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9928548,0.007145218,TRUE
ERGP20270731,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"RENOVATION AND REHABILITATION OF PUBLIC SCHOOLS WITH
IMPROVED LEARNING ENVIRONMENT",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997942,0.000205832,TRUE
ERGP20270732,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION OF MODEL PRIMARY AND SECONDARY
SCHOOLS ACROSS THE SIX GEOPOLITICAL ZONES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998115,0.000188512,TRUE
ERGP20270733,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"REHABILITATION OF DILAPIDATED SCHOOL STRUCTURES WITH
MODERN FACILITIES ACROSS RURAL COMMUNITIES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982005,0.000179923,TRUE
ERGP20270734,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION AND EQUIPPING OF SCIENCE LABORATORIES
IN SCHOOLS ACROSS SOUTHWEST STATES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982893,0.000171029,TRUE
ERGP20270735,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"UPGRADE OF EDUCATIONAL INFRASTRUCTURE TO ENHANCE
TEACHING AND LEARNING NATIONWIDE",ONGOING,700000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000408242,0.99959177,FALSE
ERGP20270736,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION OF INCLUSIVE SCHOOL FACILITIES WITH BASIC AMENITIES ACROSS SELECTED REGIONS,ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982435,0.000175637,TRUE
ERGP20270737,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,REHABILITATION AND EXPANSION OF SCHOOLS TO ACCOMMODATE GROWING STUDENT POPULATION,ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.999706,0.000293947,TRUE
ERGP20270738,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION OF MODERN PUBLIC LIBRARIES WITH DIGITAL
LEARNING FACILITIES ACROSS SOUTHWEST STATES",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998035,0.00019654,TRUE
ERGP20270739,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"DEVELOPMENT AND FURNISHING OF COMMUNITY LIBRARIES
ACROSS SELECTED REGIONS",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9995547,0.00044528,TRUE
ERGP20270740,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION OF E-LIBRARIES WITH ICT INFRASTRUCTURE
NATIONWIDE",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99942786,0.000572088,TRUE
ERGP20270741,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"UPGRADE AND MODERNIZATION OF EXISTING LIBRARIES WITH
CONTEMPORARY FURNISHINGS",ONGOING,700000000.00,Within MDA Mandate,YES,Assessment pending,1,0.00039333,0.99960667,FALSE
ERGP20270742,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION OF ACADEMIC RESOURCE CENTRES ACROSS THE SIX GEOPOLITICAL ZONES,ONGOING,700000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000512032,0.999488,FALSE
ERGP20270743,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,PROVISION OF LIBRARY FURNITURE AND LEARNING MATERIALS IN PUBLIC INSTITUTIONS,ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982494,0.000175077,TRUE
ERGP20270744,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"ESTABLISHMENT OF COMMUNITY READING HUBS WITH
MODERN FACILITIES ACROSS RURAL AREAS",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9994887,0.00051125,TRUE
ERGP20270745,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"CONSTRUCTION AND FURNISHING OF KNOWLEDGE CENTRES
TO PROMOTE EDUCATION NATIONWIDE",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99327266,0.006727263,TRUE
ERGP20270746,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,INSTALLATION OF SOLAR POWERED STREETLIGHTS IN SELECTED COMMUNITIES IN EBONYI CENTRAL SENATORIAL DISTRICT.,ONGOING,75000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998332,0.000166736,TRUE
ERGP20270747,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"STRATEGIC TRAINING AND EMPOWERMENT OF YOUTH AND WOMEN IN AGRICULTURAL VALUE CHAIN IN YOBE EAST
SENATORIAL DISTRICT",ONGOING,75000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000386782,0.9996132,FALSE
ERGP20270748,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION AND FURNISHING OF MODERN CLASSROOM BLOCKS WITH ICT FACILITIES ACROSS SOUTHWEST STATES,ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99977225,0.000227726,TRUE
ERGP20270749,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"REHABILITATION AND DIGITAL UPGRADE OF SCHOOL LIBRARIES
ACROSS SELECTED COMMUNITIES",ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998274,0.000172538,TRUE
ERGP20270750,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION OF MULTI-PURPOSE EDUCATIONAL RESOURCE CENTRES NATIONWIDE,ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9990338,0.000966252,TRUE
ERGP20270751,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION OF RURAL AND SEMI-URBAN ROAD NETWORKS WITH DRAINAGE INFRASTRUCTURE ACROSS SELECTED COMMUNITIES,ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998217,0.000178259,TRUE
ERGP20270752,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,REHABILITATION OF COMMUNITY LINK ROADS WITH CULVERTS AND DRAINAGE SYSTEMS ACROSS SOUTHWEST STATES,ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998248,0.000175245,TRUE
ERGP20270753,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"RECONSTRUCTION OF ECONOMIC CORRIDOR ROADS TO
ENHANCE TRADE AND MOBILITY NATIONWIDE",ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99968135,0.000318685,TRUE
ERGP20270754,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,CONSTRUCTION OF AGRICULTURAL PRODUCE EVACUATION ROADS WITH DRAINAGE FACILITIES ACROSS RURAL AREAS,ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9992756,0.000724375,TRUE
ERGP20270755,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"INTEGRATED ROAD INFRASTRUCTURE UPGRADE PROGRAMME WITH DRAINAGE IMPROVEMENTS ACROSS THE SIX
GEOPOLITICAL ZONES",ONGOING,750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9948372,0.005162772,TRUE
ERGP8138072,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,PROCUREMENT OF INSTRUCTIONAL MATERIALS AND AIDS FOR STUDENTS RURAL EXTENSION OUTREACH PROJECTS (SREP),ONGOING,28000000.00,Within MDA Mandate,YES,Assessment pending,1,0.00038389,0.999616,FALSE
ERGP8138109,215023001,FEDERAL COLLEGE OF AGRICULTURE - ISHIAGU,"ENTREPRENEURSHIP/VOCATIONAL EMPOWERMENT FOR UNEMPLOYED YOUTHS, FARMERS AND WOMEN ON FISH,
CASSAVA, RICE, AND HONEY PRODUCTION",ONGOING,28000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000364325,0.9996357,FALSE
ERGP1245615,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,CONSTRUCTION OF RURAL ROADS & RURAL MARKETS IN SELECTED LOCATIONS IN SOUTH WEST STATE (SEVERAL LOTS),ONGOING,3500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983513,0.000164785,TRUE
ERGP1245616,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"PROVISION OF MICRO-CREDIT FACILITIES AND FINANCIAL
LITERACY TRAINING FOR MARKET WOMEN AND FEMALE TRADERS IN SELECTED MARKETS IN FNRP, SW , NIGERIA:1-5.",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9623006,0.0376994,TRUE
ERGP1245676,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"TECHNICAL AND VOCATIONAL TRAINING WITH TOOLKITS PROVISION FOR YOUTH IN HIGH-DEMAND TRADES AND INDUSTRIES-A,B,C,D.",ONGOING,269500000.00,Within MDA Mandate,YES,Assessment pending,1,0.000694587,0.99930537,FALSE
ERGP1245677,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,FENCING AND BUILDING OF GOAT FARM AND STOCKING OF THE FARM AT IGOBA Ã¢â‚¬â€œAKURE (TIMEHIN) ONDO STATE,ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982244,0.000177599,TRUE
ERGP1245680,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY OF EMPOWERMENT MATERIALS AND GRANTS TO MARKET WOMEN/STUDENTS AND ARTISANS IN OWO LOCAL
GOVERNMENT ONDO STATE",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982196,0.000178088,TRUE
ERGP1245687,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CONSTRUCTION OF COMMUNITY HALL, AKURE (TIMEHIN), ONDO STATE",ONGOING,280000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998357,0.000164216,TRUE
ERGP1245688,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,SUPPLY OF PROCESSED AND SEMI-PROCESSED FOOD ITEMS TO VULNERABLE COMMUNITIES IN NIGERIA (MULTIPLE LOTS),ONGOING,3500000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998259,0.000174155,TRUE
ERGP1245689,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"PROVISION OF INSTRUCTIONAL MATERIALS FOR SELECTED SCHOOLS IN KHANA/GOKANA FEDERAL CONSTITUENCY,
RIVERS STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998362,0.000163736,TRUE
ERGP1245692,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"TRAINING AND EMPOWERMENT OF ARTISANS ON SKILL DEVELOPMENT AND HOTEL MAINTENANCE IN SURULERE 2
FEDERAL CONSTITUENCY, LAGOS STATE",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998006,0.00019943,TRUE
ERGP1245694,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CAPACITY BUILDING AND TRAINING OF YOUTHS AND WOMEN IN SURULERE 2 FEDERAL CONSTITUENCY, LAGOS STATE",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998233,0.00017675,TRUE
ERGP1245696,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,CONSTRUCTION OF SCHOOL OF SCIENCE AND ENTREPRENUERIAL STUDIES EKIRIN AADE PHASE V MULTIPLE LOTS,ONGOING,1050000000.00,Within MDA Mandate,YES,Assessment pending,1,0.000773643,0.99922633,FALSE
ERGP1245698,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY AND INSTALLATION OF SOLAR POWERED STREET LIGHTS IN OGHO/ OSSE LOCAL GOVERNMENT, ONDO STATE",ONGOING,21000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998379,0.000162064,TRUE
ERGP1245701,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"PURCHASE OF D8 CATERPILLAR, D8 BULLDOZER CATERPILLAR, G14 CATERPILLAR GRADER, AND FORD TRACKTORS FOR SOME SELECTED FARMERS ASSOCIATION IN KOGI MULTIPLE LOTS",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9997515,0.000248484,TRUE
ERGP1245704,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SOLAR RENEWABLE ENERGY ESTABLISHMENT FOR FOR SECURITY
LIGHTING IN LAGOS MULTIPLE LOTS",ONGOING,840000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998343,0.00016562,TRUE
ERGP1245707,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"ESTABLISHMENT OF AGRIC VALUE CHAIN PROCESSING ZONE (GARRI, ELUBO PALM OIL ETC.) IN OGUN STATE. MULTIPLE LOTS",ONGOING,1050000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99924195,0.00075811,TRUE
ERGP1245724,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY OF AGRICULTURAL INPUTS AND FOOD ITEMS TO
SELECTED COMMUNITIES IN KOGI. MULTIPLE LOTS",ONGOING,490000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983406,0.000165938,TRUE
ERGP1245726,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,PROVISION OF COASTER BUSES FOR VARIOUS ORGANIZATIONS IN IKEJA FEDRAL CONSTITUENCY. MULTIPLE LOTS,ONGOING,1120000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998319,0.000168041,TRUE
ERGP1245728,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CASH GRANT FOR FARMERS COOPERATIVE SOCIETY IN ODE
COMMUNITIES OF OGUN STATES",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9855517,0.014448313,TRUE
ERGP1245732,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CASH GRANT FOR FARMERS COOPERATIVE SOCIETY IN IPARA
COMMUNITIES OF OGUN STATES",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.98284733,0.017152706,TRUE
ERGP1245784,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"PROVISION OF SOLAR LIGHTS MADE WITH MONOCRYSTALLINE SOLAR MODULES, 60W LED OUTPUT AND LITHIUM BATTERIES FOR RELIGIOUS ORGANIZATIONS IN IKEJA FEDERAL
CONSTITUENCY",ONGOING,280000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998342,0.000165784,TRUE
ERGP1245785,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"FENCING AND FURNISHING OF COMMUNITY HALL, JAPARA,
IJEBU IGBO, OGUN STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998374,0.000162557,TRUE
ERGP1245786,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CONSTRUCTION OF ROAD AT RIMA VALLEY IRRIGATION PROJECT SIDE GORONYO DAM FOR FARMER ACCESS
ROADBPHASE 2 (MULTIPLEL LOTS)",ONGOING,1400000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982834,0.000171627,TRUE
ERGP1245787,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"TRAINING OF FARMERS ON COCOA PRODUCTION, SUPPLY OF COCOA SEEDS, TOOLS AND MOVABLE EQUIPMENT TO FARMERS INBOLUWADURO/IFEDAYO/ILA FEDERAL
CONSTITUENCY, OSUN STATE",ONGOING,350000000.00,Within MDA Mandate,YES,Assessment pending,1,0.001155859,0.99884415,FALSE
ERGP1245788,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY OF MOTORCYCLES FOR EMPOWERMENT OF COOPERATIVE YOUTHS IN UGHELLI NORTH/SOUTH/UDU
FEDERAL CONSTITUENCY, DELTA STATE",ONGOING,245000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99965656,0.000343417,TRUE
ERGP1245789,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY OF TRICYCLES FOR EMPOWERMENT OF COOPERATIVE
YOUTHS IN UGHELLI NORTH/SOUTH/UDU FEDERAL CONSTITUENCY, DELTA STATE",ONGOING,280000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9884151,0.011584818,TRUE
ERGP1245790,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY OF SMART COOKING GAS FOR WOMEN IN
KONTAGORA/WUSHISHI/MARIGA/MASHEGU FEDERAL CONSTITUENCY, NIGER STATE",ONGOING,105000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998246,0.000175466,TRUE
ERGP1245791,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CONSTRUCTION AND INSTALLATION OF SOLAR STREET LIGHTS IN KONTAGORA/WUSHISHI/MARIGA/MASHEGU FEDERAL
CONSTITUENCY, NIGER STATE",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983823,0.000161714,TRUE
ERGP1245792,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY OF MOTORCYCLES TO RELIGIOUS LEADERS AND WARD HEAD IN SHIRORO/RAFI/MUNYA FEDERAL CONSTITEUNCY,
NIGER STATE",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998388,0.000161089,TRUE
ERGP1245793,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"COMMUNITY SUPPORT PROGRAMME FOR WOMEN IN AKINYELE/LAGELU FEDERAL CONSTITUENCY, OYO STATE",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99981254,0.0001875,TRUE
ERGP1245794,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"PROVISION OF SOLAR STREET LIGHTS IN SELECTED COMMUNITIES IN EKITI, KWARA AND OSUN STATES",ONGOING,140000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998362,0.000163826,TRUE
ERGP1245795,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY AND DISTRIBUTION OF 65 HORSE POWER TRACTORÃ¢â‚¬â„¢S, LIGHT DUTY TRACTORÃ¢â‚¬â„¢S IMPLIMENT AND LIGHT DUTY TRACTOR TRUCKS TO ENHENCE AGRICULTURAL PRODUCTIVITY ACROSS THE NORTH WEST
(MULTIPLE LOT) CG",ONGOING,1750000000.00,Within MDA Mandate,YES,Assessment pending,1,0.001150199,0.99884975,FALSE
ERGP1245796,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY AND DISTRIBUTION OF SELF PRIMING 2 INCH WATER PUMPING MACHINES, WIDELY USE FOR IRRIGATION FARMING WITH 10 YARD SUCTION HOSE AND 40 METER DELIVERY HOSE FOR THE FARMERS ACROSS SOKOTO, KEBBI AND ZAMFARA
STATE (MULTIPLE LOT) CG",ONGOING,1750000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9985921,0.001407867,TRUE
ERGP1245797,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY AND DISTRIBUTION OF 65 HORSE POWER TRACTORÃ¢â‚¬â„¢S, LIGHT DUTY TRACTORÃ¢â‚¬â„¢S IMPLIMENT AND LIGHT DUTY TRACTOR TRUCKS TO ENHENCE AGRICULTURAL PRODUCTIVITY ACROSS THE NORTH EAST (MULTIPLE LOT) CG",ONGOING,2100000000.00,Within MDA Mandate,YES,Assessment pending,1,0.00100634,0.9989937,FALSE
ERGP1245798,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY AND DISTRIBUTION OF SELF PRIMING 2 INCH WATER PUMPING MACHINES, WIDELY USE FOR IRRGATION FARMING WITH 10 YARD SUCTION HOSE AND 40 METER DELIVERY HOSE FOR THE FARMERS ACROSS THE NORTH EAST (MULTIPLE LOT)
CG",ONGOING,2100000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99747974,0.00252029,TRUE
ERGP1245799,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY AND DISTRIBUTION OF 65 HORSE POWER TRACTORÃ¢â‚¬â„¢S, LIGHT DUTY TRACTORÃ¢â‚¬â„¢S IMPLIMENT AND LIGHT DUTY TRACTOR TRUCKS TO ENHENCE AGRICULTURAL PRODUCTIVITY ACROSS THE NORTH CENTRAL
(MULTIPLE LOTS) CG",ONGOING,2100000000.00,Within MDA Mandate,YES,Assessment pending,1,0.001025624,0.99897444,FALSE
ERGP1245803,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"ACQUISITION AND INSTALLATION OF SECURITY STREETLIGHTS IN
DIFFERENT ZONES",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998078,0.000192289,TRUE
ERGP1245804,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"PROCUREMENT AND INSTALLATIONS OF SOLAR STREET LIGHT IN COMMUNITIES AROUND BASANYIN, KWARA STATE",ONGOING,280000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998381,0.000161847,TRUE
ERGP1245806,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CONSTRUCTION OF BLOCK OF CLASSROOMS AT
GOVERNMENT DAY SECONDARY SCHOOL, UGWAN TOFA,",ONGOING,700000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998387,0.000161208,TRUE
ERGP1245807,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"SUPPLY OF FOOD AND GRAINS TO VULNERABLE COMMUNITIES
IN BIRNIN MAGAJI",ONGOING,210000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998363,0.000163647,TRUE
ERGP1245809,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,FOOD SUPPLY AND GRAIN IN KAURA NAMODA,ONGOING,175000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.9998343,0.000165685,TRUE
ERGP1245810,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"CONSTRUCTION OF MINI - STADIUM WITH FLOOD LIGHTS AND SOLAR BOREHOLES IN ILAWE EKITI, EKITI SOUTH SENATORIAL
DISTRICT",ONGOING,350000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983835,0.000161639,TRUE
ERGP1245811,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"INSTALLATION OF ALL IN ONE SOLAR STREET LIGHT IN SOME SELECTED COMMUNITIES IN BARUTEN LGA, BARUTEN/KAIAMA FEDERAL CONSTITUENCY, KWARA STATE.",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99983776,0.000162265,TRUE
ERGP1245812,215029001,FEDERAL CO-OPERATIVE COLLEGE- IBADAN,"PROVISION OF AGRICULTURAL INPUTS FOR FARMERS IN BARUTEN/KAIAMA FEDERAL CONSTITUENCY, KWARA STATE",ONGOING,70000000.00,Outside MDA Mandate,NO,Assessment pending,0,0.99982893,0.000170997,TRUE
