mda_code,mda_name,mandate_description
341001001,533. INDEPENDENT CORRUPT PRACTICES AND RELATED OFFENCES COMMISSION (ICPC),"Independent Corrupt Practices and Related Offences Commission (ICPC) is federal anti-corruption agency investigating, preventing and prosecuting corruption in public sector. Headquartered in Abuja with zonal offices nationwide, operating as independent statutory body under ICPC Act 2000. Established to combat corruption complementing Economic and Financial Crimes Commission (EFCC). ICPC focuses on corruption prevention, public sector corruption, abuse of office, gratification and system reforms strengthening integrity. Investigates corruption allegations against public officials including bribery, fraud, abuse of office and illicit enrichment. Prosecutes corruption cases in courts. Conducts Corruption Risk Assessments and System Study Reviews identifying corruption vulnerabilities in MDAs. Promotes ethics, integrity and anti-corruption education. Monitors Constituency Projects and capital releases tracking implementation. Receives and investigates petitions from citizens. Operates independently though faces challenges from political interference, inadequate funding, lengthy prosecutions and weak conviction rates. Collaborates with EFCC, CCB, CCT and international anti-corruption agencies.

**Core Mandate:** To prevent, investigate and prosecute corruption in public sector; strengthen integrity systems; promote ethics; and advance anti-corruption reforms in Nigeria.

**Statutory Functions:**
(a) Investigate corruption, bribery and abuse of office allegations in public sector
(b) Prosecute corrupt public officials in courts for corruption offenses
(c) Prevent corruption through system reforms and integrity strengthening
(d) Conduct Corruption Risk Assessments in Ministries, Departments and Agencies
(e) Perform System Study Reviews identifying corruption vulnerabilities
(f) Monitor Constituency Projects and capital releases tracking fund utilization
(g) Receive, investigate and act on corruption petitions from citizens
(h) Investigate gratification, bribery and illicit enrichment by public officials
(i) Prosecute abuse of office, fraud and corruption in procurement
(j) Promote ethics, integrity and anti-corruption values in public service
(k) Conduct anti-corruption education in schools, MDAs and communities
(l) Enforce asset declaration requirements for public officials
(m) Collaborate with EFCC on joint anti-corruption operations
(n) Coordinate with Code of Conduct Bureau on asset verification
(o) Provide technical assistance to MDAs on corruption prevention
(p) Conduct public enlightenment campaigns on corruption reporting
(q) Collaborate with civil society organizations on anti-corruption advocacy
(r) Coordinate with international anti-corruption agencies and conventions
(s) Recommend policy and legislative reforms strengthening anti-corruption frameworks
(t) Advance Nigeria's anti-corruption fight through prevention, investigation, prosecution and systemic reforms reducing corruption in public institutions"
148001001,534. INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC),"Independent National Electoral Commission (INEC) is Nigeria's electoral management body conducting elections, voter registration and electoral processes. Headquartered in Abuja with offices in all 36 states and 774 Local Governments, operating as constitutionally established independent commission. Mandated by 1999 Constitution and Electoral Act to organize, conduct and supervise elections for President, National Assembly, Governors and State Assemblies. INEC registers voters through Continuous Voter Registration (CVR) maintaining national voter register. Conducts elections including presidential, gubernatorial, National Assembly, State Assembly and Area Council elections. Registers political parties and monitors party activities. Delimits constituencies for electoral purposes. Conducts voter education promoting electoral participation. Procures electoral materials including ballot papers, result sheets and Bimodal Voter Accreditation System (BVAS) technology. Recruits and trains ad hoc election staff. Announces election results and issues Certificates of Return to winners. Faces challenges from electoral violence, logistical difficulties, result manipulation allegations, voter apathy and political interference despite constitutional independence.

**Core Mandate:** To organize, conduct and supervise free, fair and credible elections; register voters and political parties; promote electoral participation; and strengthen Nigeria's democracy through professional electoral management.

**Statutory Functions:**
(a) Organize, conduct and supervise presidential elections every four years
(b) Conduct National Assembly elections for Senate and House of Representatives
(c) Organize gubernatorial elections in 36 states
(d) Conduct State Houses of Assembly elections across Nigeria
(e) Organize Area Council elections in Federal Capital Territory
(f) Register eligible Nigerian citizens as voters through Continuous Voter Registration
(g) Maintain and update National Register of Voters
(h) Register political parties meeting constitutional requirements
(i) Monitor political party activities and campaign finances
(j) Delimit constituencies for National Assembly and State Assemblies
(k) Conduct voter education and public enlightenment on electoral processes
(l) Procure electoral materials including ballot papers and result sheets
(m) Deploy Bimodal Voter Accreditation System (BVAS) for voter authentication
(n) Recruit, train and deploy ad hoc election staff including Presiding Officers
(o) Collate and announce election results at ward, LGA, state and national levels
(p) Issue Certificates of Return to elected officials
(q) Address electoral offenses including vote buying and ballot stuffing
(r) Conduct bye-elections and re-run elections as ordered by courts
(s) Collaborate with security agencies on election security
(t) Advance Nigeria's democracy through credible electoral processes, transparent result management and continuous electoral reforms strengthening public confidence in democratic governance"
227002001,535. INDUSTRIAL ARBITRATION PANEL (IAP),"Industrial Arbitration Panel (IAP) is specialized tribunal adjudicating industrial disputes between employers and workers in Nigeria. Located in Abuja, operating under Federal Ministry of Labour and Employment per Trade Disputes Act. Established to resolve industrial disputes through arbitration avoiding prolonged strikes disrupting economy. IAP hears trade disputes referred by Minister of Labour when conciliation fails. Adjudicates disputes on wages, conditions of employment, termination, unfair labor practices and collective bargaining disagreements. Panel comprises neutral arbitrators with labor law expertise. Conducts hearings, examines evidence, hears parties and issues binding awards. Awards are enforceable in National Industrial Court. Provides faster dispute resolution than courts. Addresses disputes in critical sectors including oil/gas, banking, aviation, health and education. Promotes industrial harmony and peaceful labor relations. Faces challenges from parties' non-compliance with awards, legal challenges to jurisdiction and limited enforcement mechanisms. Complements National Industrial Court and labor ministry conciliation services.

**Core Mandate:** To adjudicate industrial disputes through arbitration, issue binding awards, promote industrial harmony and resolve employer-worker conflicts in Nigerian labor market.

**Statutory Functions:**
(a) Adjudicate industrial disputes referred by Minister of Labour and Employment
(b) Hear trade disputes between employers and workers/unions
(c) Arbitrate disputes on wages, salaries and remuneration
(d) Resolve conflicts over conditions of employment and workplace rights
(e) Adjudicate wrongful termination and unfair dismissal disputes
(f) Address unfair labor practices by employers or unions
(g) Resolve collective bargaining disagreements
(h) Conduct arbitration hearings in industrial dispute cases
(i) Examine evidence, witness testimonies and parties' submissions
(j) Issue binding arbitration awards resolving disputes
(k) Enforce awards through National Industrial Court mechanisms
(l) Prevent or end strikes through binding dispute resolution
(m) Promote industrial peace and harmonious labor relations
(n) Address disputes in critical sectors (oil/gas, banking, aviation, health)
(o) Provide expedited alternative to lengthy court litigation
(p) Protect workers' rights while balancing employers' interests
(q) Interpret collective agreements and employment contracts
(r) Coordinate with Ministry of Labour on labor dispute management
(s) Collaborate with National Industrial Court on enforcement
(t) Advance industrial harmony, prevent disruptive strikes and resolve employer-worker conflicts protecting Nigeria's economic stability and workers' rights"
222005001,536. INDUSTRIAL TRAINING FUND (ITF),"Industrial Training Fund (ITF) is premier federal skills development agency providing vocational training, skills acquisition and human capital development for Nigerian workforce. Headquartered in Jos, Plateau State with Area Offices and Model Skills Training Centres nationwide, operating under Federal Ministry of Industry, Trade and Investment. Established by ITF Act 2011 to promote acquisition of skills in industry and commerce. ITF collects 1% levy from companies with 5+ employees (payroll ≥N50 million annually) financing training programs. Provides skills training in technical trades, industrial skills, entrepreneurship and modern technologies. Operates Model Skills Training Centres offering courses in welding, electrical, automotive, construction, ICT and other trades. Reimburses companies' training costs through levy rebate system. Conducts National Industrial Skills Development Programme (NISDP). Offers entrepreneurship training for unemployed youth. Provides Train-the-Trainer programs for instructors. Conducts apprenticeship programs linking trainees with employers. Addresses youth unemployment, skills mismatch and inadequate technical workforce. Collaborates with industries, training institutions and international skills development agencies.

**Core Mandate:** To promote skills acquisition, provide vocational training, develop industrial workforce, support entrepreneurship and reduce unemployment through comprehensive skills development programs.

**Statutory Functions:**
(a) Promote acquisition of industrial, technical and vocational skills across sectors
(b) Collect 1% training levy from companies with 5+ employees for training funding
(c) Administer levy rebate scheme reimbursing companies' approved training costs
(d) Operate Model Skills Training Centres providing practical vocational training
(e) Conduct National Industrial Skills Development Programme (NISDP)
(f) Provide skills training in welding, fabrication, electrical and mechanical trades
(g) Offer automotive mechanics, building construction and plumbing training
(h) Conduct ICT, computer and digital skills training programs
(i) Provide entrepreneurship training for unemployed youth and graduates
(j) Conduct Train-the-Trainer programs for vocational instructors
(k) Organize apprenticeship programs linking trainees with industries
(l) Provide on-the-job training and industrial attachments
(m) Conduct skills gap analyses identifying workforce training needs
(n) Develop training curricula and competency standards for trades
(o) Certify trainees completing ITF skills programs
(p) Collaborate with industries on customized workforce training
(q) Support women and persons with disabilities skills training
(r) Provide mobile training reaching rural and underserved areas
(s) Coordinate with TVETIs, polytechnics and technical colleges
(t) Advance Nigeria's human capital development, reduce unemployment and build skilled industrial workforce supporting manufacturing, construction and economic diversification"
159001001,537. INFRASTRUCTURE CONCESSION REGULATORY COMMISSION (ICRC),"Infrastructure Concession Regulatory Commission (ICRC) is federal regulatory agency overseeing Public-Private Partnerships (PPPs) and infrastructure concessions in Nigeria. Headquartered in Abuja, operating under Infrastructure Concession Regulatory Commission Act 2005 under Presidency. Established to regulate PPP projects ensuring value for money, fiscal sustainability and public interest protection. ICRC provides technical support to MDAs developing PPP projects. Conducts Outline Business Case (OBC) and Full Business Case (FBC) reviews approving projects. Issues Compliance Certificates for PPP projects meeting regulatory requirements. Monitors concession agreements implementation. Maintains PPP project database. Provides capacity building for MDAs on PPP procurement. Develops guidelines, regulations and standard templates for PPP contracts. Conducts Value for Money assessments ensuring taxpayers benefit from PPPs. Reviews unsolicited proposals from private sector. Addresses fiscal risks from government guarantees in PPPs. Promotes transparent, competitive PPP procurement. Has reviewed major projects including Lekki-Epe Expressway, Murtala Muhammed Airport Terminal 2 and others. Faces challenges from limited PPP financing, capacity gaps and slow project approvals.

**Core Mandate:** To regulate Public-Private Partnerships, ensure value for money, provide technical PPP support to MDAs, monitor concessions and promote sustainable infrastructure delivery through private sector participation.

**Statutory Functions:**
(a) Regulate Public-Private Partnership (PPP) projects across federal MDAs
(b) Review and approve Outline Business Cases (OBC) for PPP projects
(c) Review and approve Full Business Cases (FBC) before PPP procurement
(d) Issue Compliance Certificates to PPP projects meeting regulatory requirements
(e) Monitor implementation of concession agreements and PPP contracts
(f) Provide technical support to MDAs developing PPP projects
(g) Conduct Value for Money (VfM) assessments ensuring public benefits
(h) Review unsolicited proposals from private sector investors
(9) Develop PPP regulations, guidelines and policy frameworks
(j) Create standard PPP contract templates and model agreements
(k) Conduct capacity building training for MDAs on PPP procurement
(l) Assess fiscal risks from government guarantees in PPP projects
(m) Maintain PPP project database and disclosure portal
(n) Promote transparent, competitive PPP procurement processes
(o) Address Public Sector Comparator (PSC) analyses
(p) Review PPP project feasibility studies and financial models
(q) Coordinate with Infrastructure Bank on PPP project financing
(r) Collaborate with Debt Management Office on fiscal sustainability
(s) Engage private sector on improving PPP investment climate
(t) Advance sustainable infrastructure delivery, fiscal prudence and private sector participation in roads, airports, power and other critical infrastructure through professional PPP regulation"
119006001,538. INSTITUTE FOR PEACE AND CONFLICT RESOLUTION (IPCR),"Institute for Peace and Conflict Resolution (IPCR) is federal agency promoting peace, preventing conflicts and mediating disputes across Nigeria. Located in Abuja, operating under Office of Secretary to Government of the Federation. Established in 2000 to address Nigeria's numerous conflicts including ethnic, religious, communal, land and political disputes. IPCR conducts conflict early warning monitoring potential flashpoints. Provides mediation and dialogue facilitation in communal conflicts. Conducts peace education and training on conflict resolution. Develops National Policy on Peacebuilding and Conflict Management. Operates Peace and Conflict Review magazine. Trains security personnel, traditional rulers, religious leaders and youth in conflict prevention. Conducts research on conflict drivers and peace interventions. Mediates farmer-herder conflicts, communal clashes, electoral violence and boundary disputes. Collaborates with ECOWAS Early Warning System. Provides conflict assessments for government interventions. Organizes peace summits and dialogue forums. Faces challenges from proliferation of conflicts, limited resources, enforcement gaps and political interference in conflict mediation.

**Core Mandate:** To promote peace, prevent conflicts, provide mediation services, conduct peace education and support government conflict resolution efforts across Nigeria.

**Statutory Functions:**
(a) Promote peace, stability and conflict prevention across Nigeria
(b) Conduct conflict early warning monitoring potential crisis areas
(c) Provide mediation and dialogue facilitation in communal conflicts
(d) Conduct peace education and conflict resolution training
(e) Train security personnel on conflict-sensitive approaches
(f) Provide peace and conflict training for traditional and religious leaders
(g) Conduct conflict resolution training for youth and civil society
(h) Develop National Policy on Peacebuilding and Conflict Management
(i) Conduct research on conflict drivers, dynamics and peace interventions
(j) Mediate farmer-herder conflicts destroying livelihoods
(k) Address communal clashes and ethnic conflicts
(l) Prevent and mitigate electoral violence during elections
(m) Mediate boundary disputes between communities and states
(n) Coordinate Nigeria's participation in ECOWAS Early Warning System
(o) Provide conflict assessments informing government interventions
(p) Organize peace summits, dialogue forums and reconciliation programs
(q) Publish Peace and Conflict Review journal promoting knowledge
(r) Collaborate with civil society organizations on peacebuilding
(s) Monitor conflict-affected areas for peace process sustainability
(t) Advance peaceful coexistence, conflict prevention and sustainable peace supporting Nigeria's stability amid ethnic, religious and communal tensions"
215015001,"539. INSTITUTE OF AGRICULTURAL RESEARCH AND TRAINING (IAR&T), IBADAN","Institute of Agricultural Research and Training (IAR&T) Ibadan is federal agricultural research institution conducting research on tropical agriculture, crop production and agricultural technologies. Located at Moor Plantation, Ibadan, Oyo State, operating under Agricultural Research Council of Nigeria and Federal Ministry of Agriculture. Established in 1969 focusing on southwestern Nigeria agroecological zone. IAR&T conducts research on major crops including cassava, maize, yam, cocoa, oil palm, plantain, vegetables and tree crops. Develops improved crop varieties with higher yields, disease resistance and climate adaptation. Researches soil fertility management, integrated pest management and sustainable farming systems. Conducts agroforestry and soil conservation research. Develops agricultural technologies and farming practices. Trains farmers, extension agents and agricultural students. Multiplies and distributes improved seeds and planting materials. Operates demonstration farms showcasing research results. Publishes research findings and technical bulletins. Collaborates with IITA, universities and international agricultural research centers. Addresses food security, climate change adaptation and sustainable agriculture in southwestern Nigeria and beyond.

**Core Mandate:** To conduct agricultural research, develop improved crop varieties, generate agricultural technologies and provide training supporting food security and agricultural development in Nigeria.

**Statutory Functions:**
(a) Conduct agricultural research on tropical crop production and farming systems
(b) Develop improved varieties of cassava with higher yields and disease resistance
(c) Research maize, yam, cocoa, oil palm and plantain improvement
(d) Develop climate-resilient crop varieties adapting to changing conditions
(e) Conduct soil fertility management and soil conservation research
(f) Research integrated pest and disease management for major crops
(g) Develop sustainable farming systems and agroecological practices
(h) Conduct agroforestry research integrating trees with crops
(i) Research post-harvest handling, processing and value addition
(j) Develop agricultural mechanization technologies
(k) Multiply and distribute improved seeds and planting materials to farmers
(l) Train farmers on improved agricultural practices and technologies
(m) Provide training for agricultural extension agents
(n) Conduct farmer field schools and demonstration farms
(o) Publish research findings in scientific journals and extension bulletins
(p) Operate research farms across agroecological zones
(q) Collaborate with IITA, CGIAR centers and international research networks
(r) Conduct adaptive research tailoring technologies to local conditions
(s) Address climate change impacts on agriculture through research
(t) Advance food security, agricultural productivity and sustainable farming in southwestern Nigeria and nationally through scientific research and technology generation"
215009001,"540. INSTITUTE FOR AGRICULTURAL RESEARCH (IAR), ZARIA","Institute for Agricultural Research (IAR) Zaria is premier federal agricultural research institution conducting research on crops, livestock and agricultural systems in northern Nigeria. Located at Ahmadu Bello University, Samaru, Zaria, Kaduna State, operating under Agricultural Research Council of Nigeria and Federal Ministry of Agriculture. Established in 1922 (originally as research station), IAR is Nigeria's oldest agricultural research institute. Focuses on savanna agroecology covering northern Nigeria. Conducts research on sorghum, millet, groundnut, cowpea, rice, cotton, sesame and other dryland crops. Develops drought-tolerant crop varieties for semi-arid regions. Researches livestock production including cattle, small ruminants and poultry. Conducts integrated crop-livestock systems research. Develops farming systems for sustainable Sahel agriculture. Researches soil and water conservation for semi-arid environments. Provides technical advice on agricultural policies. Trains farmers, extension workers and students. Multiplies and distributes seeds of improved varieties. Collaborates with ICRISAT, IITA and international dryland agriculture research centers. Addresses food security, drought resilience and poverty in northern Nigeria's agricultural economy.

**Core Mandate:** To conduct agricultural research for savanna agroecology, develop drought-tolerant crop varieties, research livestock systems and support northern Nigeria's agricultural development and food security.

**Statutory Functions:**
(a) Conduct agricultural research for savanna and semi-arid agroecological zones
(b) Develop improved sorghum and millet varieties for dryland agriculture
(c) Research groundnut, cowpea, rice, cotton and sesame improvement
(d) Develop drought-tolerant crop varieties for semi-arid northern regions
(e) Conduct livestock research on cattle, goats, sheep and poultry production
(f) Research integrated crop-livestock farming systems
(g) Develop sustainable farming systems for Sahel agriculture
(h) Conduct soil fertility and water conservation research for drylands
(i) Research climate change adaptation for semi-arid agriculture
(j) Develop agricultural mechanization for savanna farming
(k) Research pest and disease management for dryland crops
(l) Multiply and distribute improved seeds to northern farmers
(m) Train farmers on drought-resilient agricultural practices
(n) Provide extension training for agricultural development workers
(o) Conduct adaptive research tailoring technologies to savanna conditions
(p) Operate research farms across northern agroecological zones
(q) Publish research findings and extension materials
(r) Collaborate with ICRISAT on dryland crops research
(s) Coordinate with IITA and CGIAR centers on agricultural research
(t) Advance food security, drought resilience and sustainable agriculture in northern Nigeria through scientific research addressing semi-arid farming challenges and supporting millions of smallholder farmers"
119009102,# NIGERIAN FEDERAL AGENCY MANDATES: AGENCIES 481-500,"**MDA Code:** 119009102

Nigeria's Foreign Mission in Tunis, Tunisia, is a diplomatic mission representing Federal Republic of Nigeria in Tunisian Republic. Located in Tunis, Tunisia's capital on Mediterranean coast and birthplace of Arab Spring uprisings, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's relationship with North African moderate democracy. Tunisia's 2011 Jasmine Revolution sparked Arab Spring across Middle East and North Africa. Limited Nigerian community includes students attracted by Arab-African culture, traders and migrants using Tunisia as transit point attempting Mediterranean crossing to Europe. Tunisia maintained democracy better than other Arab Spring countries but faces severe economic challenges, youth unemployment and political instability. Nigerian migrants detained in Tunisia while attempting European entry. Both countries cooperate in African Union. Tunisia has agricultural expertise particularly olive production and tourism experience. Historic Carthage heritage provides cultural richness. The mission addresses irregular migration transit issues, promotes bilateral trade, coordinates AU engagement, protects limited diaspora and maintains North African presence while supporting Tunisia's fragile democratic experiment.

**Core Mandate:** To represent Nigeria's interests in Tunisia, manage migration transit issues, promote bilateral trade, support democratic transition, protect diaspora and maintain North African diplomatic presence.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Tunisia
(b) Address irregular migration with Nigerians transiting Tunisia attempting Mediterranean European entry
(c) Protect Nigerian migrants detained or stranded in Tunisia en route to Europe
(d) Provide consular services to limited Nigerian community including students
(e) Promote bilateral trade and Tunisian investment in Nigerian economy
(f) Coordinate Nigeria-Tunisia cooperation in African Union on continental issues
(g) Support Tunisia's democratic transition as Arab Spring's only remaining success story
(h) Monitor Tunisia's political and economic challenges post-2011 revolution
(i) Report to Federal Ministry of Foreign Affairs on Tunisia and North African developments
(j) Issue emergency travel documents to Nigerians
(k) Facilitate educational cooperation with Tunisian universities
(l) Study Tunisia's agricultural sector particularly olive production for Nigerian application
(m) Address Nigerian migrants using Tunisia as Mediterranean crossing point to Italy/Europe
(n) Coordinate with IOM on voluntary return programs for stranded migrants
(o) Learn from Tunisia's democratic transition challenges and economic difficulties
(p) Liaise with Tunisian government on migration management and bilateral cooperation
(q) Coordinate with North African and European missions on migration issues
(r) Facilitate limited high-level diplomatic visits between both countries
(s) Promote Nigeria's positive image in North Africa and Arab world
(t) Advance Nigeria's interests in North African engagement, migration management and African Union cooperation"
119009116,482. FOREIGN MISSION: VATICAN,"Nigeria's Foreign Mission to Vatican City (Holy See) is a specialized diplomatic mission representing Federal Republic of Nigeria to Vatican City State and global Catholic Church. Located in Vatican City, world's smallest sovereign state within Rome, operating under Federal Ministry of Foreign Affairs. The mission manages Nigeria's religious diplomatic relationship with Catholic Church headquarters and Pope. Nigeria has Africa's largest Catholic population with approximately 30 million Catholics representing about 15% of Nigerian population concentrated in southern regions. Vatican exercises significant influence over Nigerian Catholics and provides humanitarian assistance to Nigeria. Nigerian Cardinals including Francis Arinze participate in Papal elections and Vatican leadership. Vatican addresses Nigerian religious conflicts, Boko Haram persecution of Christians and promotes inter-religious dialogue between Nigerian Christians and Muslims. Pope Francis has condemned Boko Haram attacks on Nigerian Christians. Vatican City hosts Nigerian Catholic pilgrims visiting St. Peter's Basilica. The mission coordinates religious diplomacy, addresses Christian persecution in northern Nigeria, facilitates Vatican humanitarian assistance, protects Nigerian pilgrims and represents Nigerian Catholic interests to global Church leadership.

**Core Mandate:** To represent Nigeria to Vatican/Holy See, coordinate religious diplomacy, address Christian persecution, facilitate Church humanitarian assistance and represent Africa's largest Catholic population to global Church.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria to Holy See and Vatican City State
(b) Coordinate diplomatic relations with global Catholic Church headquarters and Pope
(c) Represent Nigeria's 30 million Catholics, constituting Africa's largest Catholic population
(d) Address Boko Haram persecution and killing of Nigerian Christians with Vatican
(e) Facilitate Vatican humanitarian assistance and Catholic Church development aid to Nigeria
(f) Coordinate religious dialogue initiatives addressing Nigeria's Christian-Muslim tensions
(g) Support Nigerian Cardinals' participation in Papal elections, Conclaves and Church leadership
(h) Monitor Vatican positions on Nigerian conflicts, humanitarian crises and political developments
(i) Report to Federal Ministry of Foreign Affairs on Vatican diplomacy and religious matters
(j) Provide consular services to Nigerian Catholic pilgrims visiting Vatican City
(k) Facilitate Papal messages, statements and positions on Nigerian issues
(l) Address inter-religious violence affecting Nigerian Christian communities
(m) Issue emergency travel documents to Nigerian pilgrims in Vatican
(n) Coordinate Catholic Church development assistance programs operating in Nigeria
(o) Engage Vatican on Nigerian religious freedom concerns and Christian rights
(p) Support Nigerian Catholic institutions, dioceses and clergy
(q) Liaise with Vatican Secretariat of State and diplomatic service on bilateral issues
(r) Facilitate high-level religious visits including bishops and Papal audiences for Nigerian leaders
(s) Promote Nigerian Catholic interests in global Church policy and governance
(t) Advance Nigeria's religious diplomacy, inter-faith dialogue and Christian protection through Vatican engagement"
119009103,483. FOREIGN MISSION: VIENNA,"Nigeria's Foreign Mission in Vienna, Austria, is a diplomatic mission representing Federal Republic of Nigeria in Republic of Austria with accreditation to international organizations headquartered in Vienna. Located in Vienna, Austria's capital on Danube River hosting major UN agencies and international organizations, operating under Federal Ministry of Foreign Affairs. The mission manages limited Nigeria-Austria bilateral relations but holds strategic importance for international organization engagement. Vienna hosts UN Office (UNOV), International Atomic Energy Agency (IAEA), Organization of Petroleum Exporting Countries (OPEC) headquarters, Organization for Security and Cooperation in Europe (OSCE) and numerous other international bodies. Limited Nigerian diaspora includes students and professionals. Austria is wealthy EU member with strong economy and culture. Nigeria engages IAEA on peaceful nuclear energy development for electricity generation addressing power shortages. OPEC headquarters location makes Vienna absolutely critical for coordinating oil production policies and prices. The mission coordinates OPEC ministerial meetings, participates in IAEA nuclear cooperation programs, engages UN agencies, protects limited diaspora and maintains crucial presence in international organization hub city.

**Core Mandate:** To represent Nigeria in Austria, coordinate critical OPEC engagement at headquarters, participate in IAEA nuclear cooperation, engage international organizations and maintain Vienna diplomatic presence.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria in Austria with accreditation to Vienna international organizations
(b) Coordinate Nigeria's OPEC participation with organization headquarters permanently in Vienna
(c) Engage International Atomic Energy Agency on Nigerian nuclear energy development programs
(d) Participate in UN Office in Vienna and related specialized agencies
(e) Protect limited Nigerian community including students in Austria
(f) Provide consular services to Nigerians across Austria
(g) Coordinate OPEC ministerial conferences and oil policy discussions in Vienna
(h) Monitor Austria's political and economic developments
(i) Report to Federal Ministry of Foreign Affairs on Austria and international organization matters
(j) Facilitate Nigerian participation in IAEA technical cooperation programs for peaceful nuclear use
(k) Issue emergency travel documents to Nigerians
(l) Engage Organization for Security and Cooperation in Europe on security matters
(m) Promote limited Austrian investment in Nigerian economy
(n) Support Nigerian students in Austrian universities
(o) Coordinate through OPEC on oil production quotas, pricing strategies and market management
(p) Liaise with Austrian government on bilateral cooperation matters
(q) Coordinate with international organizations and diplomatic missions based in Vienna
(r) Facilitate limited high-level diplomatic and ministerial visits
(s) Engage Vienna-based agencies on development cooperation and technical assistance
(t) Advance Nigeria's critical interests in OPEC oil policy coordination, nuclear energy development and international organization engagement"
119009104,484. FOREIGN MISSION: WARSAW,"Nigeria's Foreign Mission in Warsaw, Poland, is a diplomatic mission representing Federal Republic of Nigeria in Republic of Poland. Located in Warsaw, Poland's capital rebuilt after WWII devastation, operating under Federal Ministry of Foreign Affairs. The mission manages limited bilateral engagement with Central European EU member experiencing rapid economic growth. Growing Nigerian community includes students attracted by affordable EU education quality and migrants. Poland played crucial unexpected role during Russia's February 2022 invasion of Ukraine, serving as primary evacuation route for thousands of Nigerian students fleeing Ukraine through Polish border crossings. Polish authorities and citizens provided humanitarian assistance to evacuating Nigerian students. Some Nigerian irregular migrants transit Poland attempting Western European entry. Poland's economic transformation from communism to emerging EU economy creates opportunities. However, Poland has conservative Law and Justice government and some anti-immigrant sentiment in society. Limited Polish investment in Nigeria. The mission protects growing diaspora, coordinates Ukraine border crossing support during evacuations, promotes educational cooperation, facilitates minimal trade and maintains Central European diplomatic presence despite limited bilateral engagement.

**Core Mandate:** To represent Nigeria's interests in Poland, protect diaspora, coordinate Ukraine border evacuation support, promote educational ties and maintain Central European diplomatic presence.

**Statutory Functions:**
(a) Represent Federal Republic of Nigeria maintaining diplomatic relations with Poland
(b) Protect growing Nigerian community including students and migrants
(c) Coordinate with Polish authorities on Ukrainian border crossings during Nigerian student evacuations from war
(d) Provide consular services to Nigerians across Poland
(e) Facilitate educational cooperation with Polish universities offering affordable EU education
(f) Address Nigerian students who fled Ukraine war through Poland requiring temporary support
(g) Monitor Poland's political and economic developments in post-communist context
(h) Report to Federal Ministry of Foreign Affairs on Poland and Central European matters
(i) Address irregular migration and asylum cases involving Nigerian nationals
(j) Issue emergency travel documents to Nigerians including Ukraine evacuees
(k) Promote limited bilateral trade and investment between Nigeria and Poland
(l) Navigate Poland's conservative politics and immigration policy debates
(m) Support Nigerian students enrolled in Polish universities
(n) Coordinate Nigeria's EU engagement through Polish membership
(o) Address anti-immigrant sentiment affecting Nigerian community
(p) Liaise with Polish government on migration management and bilateral issues
(q) Coordinate with Central European diplomatic missions on regional matters
(r) Facilitate limited diplomatic exchanges when opportunities arise
(s) Maintain Nigerian diplomatic presence in emerging Central European economy
(t) Advance Nigeria's interests in Central European engagement, educational cooperation and Ukraine crisis support"
