code,ergp_line_item,mda,mother_ministry,amount,similarity_score,mandate_deviation_score
ERGP30237637,SOLAR POWERED WATER SUPPLY FOR RURAL FISHERIES COMMUNITIES IN THE SOUTHWEST AND NORTH CENTRAL MULTIPLE LOTS,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,700000000.0,0.2546,74.54
ERGP30237640,"ESTABLISHMENT OF AGRIC VALUE CHAIN PROCESSING ZONE (GARRI, ELUBO PALM OIL ETC.) IN KOGI STATE.",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,700000000.0,0.3441,65.59
ERGP30237643,"GRADING AND ASPHALTING OF RURAL ROADS IN KOGI STATE MULTIPLE LOTS
",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,700000000.0,0.1905,80.95
ERGP30237645,TRAINING & CASH GRANT AND BUSINESS SUPPORT FOR PETTY TRADERS IN IKEJA FEDERAL CONSTITUENCY-MULTIPLE LOTS,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,700000000.0,0.4498,55.02
ERGP30237649,"DRILLING AND INSTALLATION OF ONE MOTORISED BOREHOLES AT LAWOYA GBAGILEKA VILLAGE, MAMURI WARD, AGO-IWOYI OGUN STATE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,7000000.0,0.3933,60.67
ERGP30237655,"PROVISION OF EMPOWERMENT MATERIALS SUCH AS SEWING MACHINES, HAIR DRESSING MACHINES, GRINDING MACHINES, GENERATORS, ETC FOR YOUTH AND",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,140000000.0,0.2797,72.03
ERGP30237661,PROVISION OF RESEARCH EQUIPMENT AND CONSTRUCTION/ESTABLISHMENT OF CAGE CULTURE FOR FISH PRODUCTION INCLUDING WATER CRAFTS AT UGBO CENTRE,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,140000000.0,0.5835,41.65
ERGP30237664,"TRAINING AND GRANTS TO WOMEN ON SOAP MAKING IN IJEBU IGBO, OGUN STATE
",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,140000000.0,0.4687,53.13
ERGP30237668,PROVISION OF SOLAR POWER TO BOOST SECURITY IN IRELE/ OKITIPUPA FEDERAL CONSTITUENCY ONDO STATE,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,175000000.0,0.2726,72.74
ERGP30237670,"CONSTRUCTION OF RURAL ROADS/PRIMARY HEALTH CARE CENTRE IN BIRNIN KUDU/BUJI FEDERAL CONSTITUENCY, JIGAWA STATE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,282800000.0,0.2416,75.84
ERGP30237673,"COMPLETION OF HEALTH CENTRE AT ILOTOMBI IN ANDONI-OPOBO/NKORO FEDERAL CONSTITUENCY, RIVERS STATE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,140000000.0,0.3886,61.14
ERGP30237675,PROVISION OF SOLAR POWER TO BOOST SECURITY IN IRELE/ OKITIPUPA FEDERAL CONSTITUENCY ONDO STATE,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,140000000.0,0.2726,72.74
ERGP30237677,"RECONSTRUCTION OF A BLOCK OF 3 CLASSROOMS, HREAD TEACHER'S OFFICE AND SCHOOL TOILET AT MOSLEM PRIMARY SCHOOL, OKE-ALOWO VILLAGE, IBIPE AGO-",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,17500000.0,0.3358,66.42
ERGP30237681,"EMPOWERMENT OF TRADERS AND ARTISANS IN COASTAL AREAS OF LAGOS STATE
",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,105000000.0,0.4362,56.38
ERGP30237684,"PROVISION OF SOLAR BOREHOLES AND STREET LIGHTS IN IBEJU LEKKI FED. CONSTITUENCY, LAGOS STATE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,35000000.0,0.3188,68.12
ERGP30237688,"PROVISION OF EXERCISE BOOKS FOR STUDENTS IN SCHOOLS ACROSS YEWA NORTH/IMEKO AFON FEDERAL CONSTITUENCY, OGUN STATE.",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,6111000.0,0.3644,63.56
ERGP30237692,"CONSTRUCTION/ESTABLISHMENT FARMERS CAMP, DRILLING AND INSTALLATION OF MOTORIZED BOREOLE AND SOLAR LIGHT POLESIN ALEBIOSU VILLAGE FARM, OKO",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,21539197.0,0.2969,70.31
ERGP30237696,"AGRICULTURAL VALUE CHAIN CAPACITY BUILDING IN SELECTED COMMUNITIES
",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,35000000.0,0.126,87.4
ERGP30237699,"PURCHASE OF TRANSFORMERS TO COMMUNITIES (OKITIPUPA, ILAJE, ODIGBO, IRELE, ESE-ODO AND ILEOLUJI OKE-IGBO LGA) IN ONDO SOUTH SENATORIAL DISTRICT",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,245000000.0,0.2756,72.44
ERGP30237703,"CONSTRUCTION OF SCHOOL HALL AT SENDIRDE TOWN, TARABA CENTRAL SENATORIAL DISTRICT, HM TARABA STATE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,28000000.0,0.3646,63.54
ERGP30237706,"RENOVATION OF A SCHOOL BLOCK OF 3 CLASSES IN GOVT. DAY SECONDARY SCHOOL MALLAM YERO, BALI LGA, TARABA CENTRAL SENATORIAL DISTRICT, HM TARABA",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,17500000.0,0.3066,69.34
ERGP30237709,"RENAOVATION OF A SCHOOL BLOCK OF 6 CLASS ROOMS TAKALAFIYA BALI LGA, TARABA CENTRAL SENATORIAL DISTRICT, HM TARABA STATE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,17500000.0,0.2856,71.44
ERGP30237711,EMPOWERMENT OF YOUTHS AND WOMEN WITH OPEN CARGO TRICYLES IN SELECTED AREAS OF NIGER DELTA STATES,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1540000000.0,0.3628,63.72
ERGP30237714,"E-LEARNING/CAPACITY TRAINING PROGRAMME FOR YOUTHS, MEN AND WOMEN IN HI-TECH EDUCATION PEDAGOGIES AND PROFESSIONAL AGRI VALUE DELIVARY IN",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1680000000.0,0.3061,69.39
ERGP30237716,ENHANCEMENT TRAINING FOR SMALL HOLDERS BUSINESS DEVELOPMENT YOUTHS AND WOMEN IN SELECTED RURAL FARMING COMMUNITIES IN SOUTH SOUTH GEO-,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1260000000.0,0.2912,70.88
ERGP30237720,"SUPPLY OF GRAINS TO SELECTED COOPERATIVE SOCIETIES IN COMMUNITIES OF UTIN, EDEDE, IDEAHA,IDI-OGBOZALLA,IBESIKPO, KIRU, UBAM,DALA COMMUNITIES IN KANO",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,350000000.0,0.3562,64.38
ERGP30237722,PROCUREMENT OF ELECTRIC INDUSTRIAL SEWING MACHINE FOR UNEMPLOYED YOUTHS AND WOMEN IN FASHION INDUSTRY IN SOUTH SOUTH STATE FARMING,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1120000000.0,0.2565,74.35
ERGP30237726,PROVISION OF EDUCATIONAL MATERIAL TO SELECTED JUNIOR/SENIOR SECONDARY SCHOOLS IN NIGER DELTA REGION,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,210000000.0,0.4714,52.86
ERGP30237729,PROVISION OF MODERN IMPROVED PRODUCTION OF GRAINS SUPPLY TO NORTH WEST STATE,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,350000000.0,0.338,66.2
ERGP30237733,CONSTRUCTION AND ASPHALTING OF RURAL FARMING ROAD SECTION (B) IN SELECTED LOCATIONS OF SIX (6) GEO-POLITICAL ZONES (LOT 1-5),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1750000000.0,0.1183,88.17
ERGP30237741,ASPHALTING AND DRAINAGE CONSTRUCTION OF RURAL FARMING ROAD IN SELECTED OF SOUTH WEST ZONE (LOT 1-5),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1750000000.0,0.1535,84.65
ERGP30237748,"CONSTRUCTION OF ULTRA MODERN MARKETS IN UROMI - AWO, ATANI, AFUDA AND OTHER VARIOUS COMMUNITIES OF SELECTED SIX GEO POLITICAL ZONE OF NIGERIA",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1750000000.0,0.3769,62.31
ERGP30237754,ASPHALTING AND DRAINAGE CONSTRUCTION OF RURAL FARMING ROAD IN SELECTED LOCATIONS OF NIGER DELTA STATE (LOT 1-5),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1750000000.0,0.2809,71.91
ERGP30237757,FABRICATION AND EQUPPINGOF BLOCK OF CLASSROOM IN A SOUTH SOUTH STATE LOT (A TO E),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1750000000.0,0.3139,68.61
ERGP30237760,CONSTRUCTION OF LECTURE HALL FOR SELECTED TERTIARY INSTITUTIONS IN NIGER DELTA STATES (LOT 1-5),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,3500000000.0,0.378,62.2
ERGP30237767,CONSTRUCTION OF LOW INCOME HOUSING SCHEME IN SELECTED LOCATIONS OF SOUTH SOUTH GEO-POLITICAL ZONES OF NIGERIA (LOT 1-10),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,3500000000.0,0.3213,67.87
ERGP30237769,"ACQUISITION, FENCING, ROAD CONSTRUCTION, LANDSCAPING & ELECTRIFICATION OF LOW INCOME HOUSING SCHEME IN SOUTHERN NIGERIA (LOT 1-10)",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,3500000000.0,0.3466,65.34
ERGP30237773,"PROVISION OF TRICYCLES FOR YOUTH EMPOWERMENT IN ITORO,AJILETE, LUKOSI, KOOKO EBIYE FARMING COMMUNITIES",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,210000000.0,0.3036,69.64
ERGP30237779,"PROVISION OF TRICYCLES FOR YOUTH IN RURAL FARMING COMMUNITIES OF IGBESA, ODEDA,ARETEDO, AJELANDE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,140000000.0,0.3238,67.62
ERGP30237780,"SUPPLY OF OPEN BODY 3 WHEELS CARGO TRICYCLES TO COOPERATIVE GROUPS IN SELECTED AREAS OF ERINJA, IJOUN,IDOMOGUN,ITA EGBE,IJEBU EAST COMMUNITIES",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,210000000.0,0.3506,64.94
ERGP30237787,"PROVISION AND INSTALLATION OF TRANSFORMERS IN SOME SELECTED FARMING COMMUNITIES OF ITELE,TONGEJI,SAGAMU,IDOFI,IJANNA",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,350000000.0,0.2689,73.11
ERGP30237796,"PROVISION OF AMBULANCE VEHICLE FOR EXISTING PRIMARY HEALTH CENTRE IN SELECTED FARMING COMMUMITIES OF ODEDA, IDIROKO,IBESE,OWODE,ATAN",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,350000000.0,0.2818,71.82
ERGP30237806,"UPGRADE/MAINTENANCE OF FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY, LAGOS (IGBOLOMI CAMPUS - SOLAR MINI GRID POWER)- DIFFERENT",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,700000000.0,0.4862,51.38
ERGP30237812,"INSTALLATION OF SOLAR STREETLIGHTS ALONG SELECTED MAJOR ROADS IN OGUN, SOUTHWEST AND IN THE SOUTHEAST( 1,2).",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,700000000.0,0.1991,80.09
ERGP30237817,ACQUISITION OF MODERN FARMING SKILLS AND PROVISIONS OF EMPOWERNMENT ITEMS FOR FARMERS IN SELECTED LOCATIONS ACROSS THE NATION (MULTPLE LOTS),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,350000000.0,0.2788,72.12
ERGP30237820,"PROVISION OF FOOD STUFF TO INDIGENT YOUTHS AND WOMEN IN THE NORTH EAST
",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,350000000.0,0.32,68.0
ERGP30237823,"""DIGGING AND INSTALLATION OF BOREHOLE IN SELECTED LOCAL GOVERNMENT AREAS IN ONDO STATE """,FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,70000000.0,0.376,62.4
ERGP30237828,CONSTRUCTION AND REHABILITATION OF FARM LINK ROADS TO BOOST ECONOMIC ACTIVITIES IN VARIOUS LOCATIONS ACROSS THE NATION (MULTIPLE LOTS),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,1750000000.0,0.1428,85.72
ERGP30237841,CONSTRUCTION AND DEVELOPMENT OF BASIC INFRASTRUCTURES TO ENHANCE ECONOMIC ACTIVITIES IN RURAL COMMUNITIES ACROSS THE NATION (MULTIPLE LOTS),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,2800000000.0,0.1686,83.14
ERGP30237846,"PROVISION OF CLEAN WATER ACCESS FOR VARIOUS UNDERSERVED COMMUNITIES IN JALINGO, YORRO AND ZING LGAs, TARABA STATE",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,280000000.0,0.3611,63.89
ERGP30237885,DEVELOPMENT OF CLARIAS CULTURE AT COLLEGE CAMPUS (EARTHEN/ BRACKISH WATER)),FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,14000000.0,0.3792,62.08
ERGP30238078,"RESEARCH, DEVELOPMENT AND PRODUCTION OF CULTURABLE MARINE AND FRESHWATER FISH SPECIES",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,14000000.0,0.3944,60.56
ERGP30238096,"INSTITUTIONAL, INFRASTRUCTURE AND MANPOWER DEVELOPMENT (NBTE ACCREDITATION OF ACADEMIC PROGRAMME)",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,119507562.0,0.4377,56.23
ERGP3238011,"CONSTRUCTION /PROVISION OF AGRICULTURAL FACILITIES/ RURAL ROAD
",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,320433597.0,0.2606,73.94
ERGP3238048,"RECONSTRUCTION OF PERIMETER FENCE AT IGBOLOMI, (PHASE II)
",FEDERAL COLLEGE OF FISHERIES AND MARINE TECHNOLOGY - LAGOS,,13999300.0,0.3224,67.76
ERGP25138814,"MATERNAL AND CHILD HEALTHCARE (MCH)
",NATIONAL HEALTH INSURANCE SCHEME,,213988500.0,0.4562,54.38
ERGP25155334,"ELDERLY HEALTH INSURANCE COVERAGE INTERVENTION
",NATIONAL HEALTH INSURANCE SCHEME,,159520443.0,0.428,57.2
ERGP25177516,"RETIREES HEALTH INSURANCE INTERVENTION
",NATIONAL HEALTH INSURANCE SCHEME,,119733193.0,0.4621,53.79
ERGP25238824,"NATIONAL HEALTH INSUARANCE SCHEME FOR TEN THOUSAND VULNERABLE PEOPLE IN EDU/MORO/ PATEGI FEDERAL CONSTITUENCY, KWARA STATE.",NATIONAL HEALTH INSURANCE SCHEME,,140000000.0,0.7572,24.28
ERGP25238825,"CONSTITUENCY HEALTH INSURANCE SCHEME FOR CONSTITUENTS IN SAGBAMA/EKEREMOR FEDERAL CONSTITUENCY, BAYELSA STATE",NATIONAL HEALTH INSURANCE SCHEME,,21000000.0,0.7381,26.19
ERGP25238829,"PROVISION OF HEALTH INSURANCE COVERAGE FOR SABON GARI FEDERAL CONSTITUENCY, KADUNA STATE",NATIONAL HEALTH INSURANCE SCHEME,,28000000.0,0.7745,22.55
ERGP25238831,PROVISION OF HEALTH INSURANCE COVERAGE FOR ZANGO KATAF/JABA FEDERAL CONSTITUENCY AND OTHER SELECTED LGAs IN KADUNA STATE,NATIONAL HEALTH INSURANCE SCHEME,,49000000.0,0.7461,25.39
ERGP25238835,"HEALTH INSURANCE INTERVENTION FOR RURAL WOMEN, CHILDREN AND THE ELDERLY IN BINEV COUNCIL WARD, BENUE STATE",NATIONAL HEALTH INSURANCE SCHEME,,14000000.0,0.6601,33.99
ERGP25238839,PROVISION OF HEALTH COVERAGE FOR SELECTED INDIGENES OF RIVERS-WEST SENATORIAL DISTRICT,NATIONAL HEALTH INSURANCE SCHEME,,70000000.0,0.6927,30.73
ERGP30206754,"NATIONAL TRACKING ON IMPLEMENTATION OF GIFSHIP
",NATIONAL HEALTH INSURANCE SCHEME,,17640541.0,0.1622,83.78
ERGP30210805,TRACKING OF DISBURSEMENTS OFFUNDS TO MCH/ELDERLY PROGRAMMES FROM YEAR 2019-2022,NATIONAL HEALTH INSURANCE SCHEME,,43789113.0,0.4071,59.29
ERGP30210808,"MONITORING OF MHA'S/CBHI/TPAS
",NATIONAL HEALTH INSURANCE SCHEME,,43789113.0,0.228,77.2
ERGP25112666,"PROCUREMENT OF ROUTINE IMMUNIZATION (RI) VACCINES, DEVICES AND OPERATIONAL COST",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,3217454750.0,0.5238,47.62
ERGP25112672,POLIO ERADICATION INITIATIVE (PEI),NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,2093662295.0,0.5499,45.01
ERGP25112677,"PROCUREMENT OF NON POLIO SIA VACCINE, DEVICE AND OPERATIONAL COST",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,1170637252.0,0.4921,50.79
ERGP25112679,"PROCUREMENT OF OUTBREAK (EMERGENCY) RESPONSE VACCINE, DEVICES AND OPERATIONAL COST",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,982307355.0,0.4847,51.53
ERGP25112686,DISEASE CONTROL AND OPERATIONAL COST FOR SURVEILLANCE AND DISEASE OUT BREAK RESPONSE ACTIVITIES,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,175000000.0,0.3961,60.39
ERGP25112706,"MONITORING AND EVALUATION OF PHC SYSTEMS AND SERVICES
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,820424640.0,0.3006,69.94
ERGP25112708,"QUARTERLY BUDGET MONITORING AND EXPENDITURE TRACKING.
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,229575360.0,0.2439,75.61
ERGP25112722,"PHC PROJECT/PROGRAM PLANNING,REVIEW AND OPERATIONAL RESEARCH
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,437500000.0,0.3551,64.49
ERGP25112731,"PHC ICT INCLUDING SUPPORT FOR FINANCIAL MANAGEMENT APPLICATION, E- LEARNING SYSTEMS AND INTERNET CONNECTIVITY FOR SUSTAINABLE PHC SYSTEM",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,630000000.0,0.2746,72.54
ERGP25126379,"PROCUREMENT OF TRAVELERS AND PILGRIMS VACCINES
",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,999600643.0,0.3942,60.58
ERGP25126400,VACCINE DISTRIBUTION AND MOVEMENT FROM NATIONAL STRATEGIC COLD STORE (NSCS) TO SIX ZONES AND FROM THE ZONES TO THE 36 STATES PLUS FCT,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,1177463578.0,0.4955,50.45
ERGP25126430,"IMMUNIZATION SUPPLY CHAIN STRENGTHENING AT NSCS AND ZONAL COLD STORES, INCLUDING THE USE OF TECHNOLOGY FOR LAST MILE AND VACCINES AND DEVICES",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,2924536423.0,0.4645,53.55
ERGP25143403,NPHCDA COMMITMENT TO EFFECTIVE IDENTIFICATION AND DELIVERY OF TECHNICAL SUPPORT TO THE STATE PRIMARY HEALTH CARE BOARDS (SPHCBS) ON PHC SERVICE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,224000000.0,0.5381,46.19
ERGP25143405,NPHCDA COMMITMENT TO NPHCDA LEADERSHIP DEVELOPMENT ACADEMY (LDA) TO PROVIDE AN IN-HOUSE CAPACITY BUILDING SYSTEM TO CONTINUALLY BUILD,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,357000000.0,0.3657,63.43
ERGP25143462,PROCUREMENT OF KITS AND COMMODITIES FOR COMMUNITY BASED HEALTH WORKERS AND OPERATIONALIZATION,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,315000000.0,0.4503,54.97
ERGP25155206,"EXPANDED MIDWIVES SERVICE SCHEME (FRONTLINE HEALTH WORKER) FOR NORTH EAST ZONE (ADAMAWA, BAUCHI, BORNO, GOMBE, TARABA, YOBE)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,502806202.0,0.567,43.3
ERGP25155207,"EXPANDED MIDWIVES SERVICE SCHEME (FRONTLINE HEALTH WORKER) FOR NORTH CENTRAL ZONE (BENUE, KOGI, KWARA, NASARAWA, NIGER, PLATEAU, FCT)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,407085272.0,0.5614,43.86
ERGP25155210,"EXPANDED MIDWIVES SERVICE SCHEME (FRONTLINE HEALTH WORKER) FOR NORTH WEST ZONE (JIGAWA, KADUNA, KANO, KATSINA, KEBBI, SOKOTO, ZAMFARA)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,625767442.0,0.5789,42.11
ERGP25155214,"EXPANDED MIDWIVES SERVICE SCHEME (FRONTLINE HEALTH WORKER) FOR SOUTH EAST ZONE (ABIA, ANAMBRA, EBONYI, ENUGU, IMO)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,319612403.0,0.5372,46.28
ERGP25155217,"EXPANDED MIDWIVES SERVICE SCHEME (FRONTLINE HEALTH WORKER) FOR SOUTH SOUTH ZONE (AKWA-IBOM, BAYELSA, CROSS RIVER, RIVERS, DELTA, EDO)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,413813954.0,0.5271,47.29
ERGP25155221,"EXPANDED MIDWIVES SERVICE SCHEME (FRONTLINE HEALTH WORKER)FOR SOUTH WEST ZONE (EKITI, LAGOS, OGUN, ONDO, OSUN, OYO)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,460914728.0,0.5435,45.65
ERGP25157520,EMERGENCY MANAGEMENT OF ACUTE MAL-NUTRITION AND STUNTING IN HIGH BURNDEN STATES,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,350000000.0,0.342,65.8
ERGP25157550,"STRENGTHENING PHCs FOR WATER, SANITATION AND HYGIENE (WASH), HEALTH PROMOTION AND PHC LABORATORY SERVICES",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,378000000.0,0.5093,49.07
ERGP25158917,"PRODUCTION OF BOQ & DRAWINGS, DESIGNING, MARKET SURVEY AND DEVELOPMENT OF BIDDING DOCUMENT & TECHNIQUES OF EVALUATION",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,70553000.0,0.1411,85.89
ERGP25177857,"PROCUREMENT OF SEED STOCK COMMODITIES FOR SELECTED PHC FACILITIES (MAMA KITS, DELIVERY KITS AND MATERNITY SUPPLIES)",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,840000000.0,0.3334,66.66
ERGP25177878,STRATEGY ENGAGEMENT AND FIELD OPERATIONAL SUPPORT FOR TRADITIONAL LEADERS IN THE SIX ZONES FOR PHC TRANSFORMATION.,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,280000000.0,0.3718,62.82
ERGP25192735,"MEDICAL EQUIPMENT, FIXED ASSETS AND STOCK MANAGEMENT FOR FISCAL REPORTING",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,76650032.0,0.2071,79.29
ERGP25193009,"PROJECT CERTIFICATION, VERIFICATION AND COMPLETION OF PRIMARY HEALTHCARE CENTERS & MEDICAL EQUIPMENT",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,40079073.0,0.4133,58.67
ERGP25193899,"RENOVATION, EQUIPPING, FURNISHING AND LOGISTICS UPGRADE OF NPHCDA HEADQUARTERS ANNEX AND ZONAL OFFICES",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,3150000000.0,0.3874,61.26
ERGP25205410,"PROCUREMENT ENTERPRISE RESOURCE PLANNING (ERP) SYSTEM AND INSTALLATION INCLUDING CONSULTANCY SERVICES, TRAINING & CAPACITY BUILDING .",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,315000000.0,0.1851,81.49
ERGP25224279,"PROVISION AND INSTALLATION, MAINTENANCE OF SOLAR ELECTRICITY IN HEAD OF OFFICE, NATIONAL STRATEGIC COLD STORE (NSCS), SIX ZONAL COLD STORES AND",NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,1995000000.0,0.2406,75.94
ERGP25224287,IMPLEMENTATION OF MATERNAL NEONATAL AND CHILD (MNCH) INNOVATIONS IN PRIORITIZED LGAs IN NORTH CENTRAL ZONE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,174131205.0,0.4476,55.24
ERGP25224291,IMPLEMENTATION OF MATERNAL NEONATAL AND CHILD (MNCH) INNOVATIONS IN PRIORITIZED LGAs IN NORTH EAST ZONE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,199007092.0,0.4422,55.78
ERGP25224304,IMPLEMENTATION OF MATERNAL NEONATAL AND CHILD (MNCH) INNOVATIONS IN PRIORITIZED LGAs IN NORTH WEST ZONE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,199007092.0,0.4545,54.55
ERGP25224312,IMPLEMENTATION OF MATERNAL NEONATAL AND CHILD (MNCH) INNOVATIONS IN PRIORITIZED LGAs IN SOUTH EAST ZONE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,124379432.0,0.4475,55.25
ERGP25224317,IMPLEMENTATION OF MATERNAL NEONATAL AND CHILD (MNCH) INNOVATIONS IN PRIORITIZED LGAs IN SOUTH SOUTH ZONE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,149255318.0,0.4467,55.33
ERGP25224324,IMPLEMENTATION OF MATERNAL NEONATAL AND CHILD (MNCH) INNOVATIONS IN PRIORITIZED LGAs IN SOUTH WEST ZONE,NATIONAL PRIMARY HEALTH CARE DEVELOPMENT AGENCY,,149255318.0,0.4586,54.14
